influencer_id,influencer_name,year,genre,followers_num,genre_rank,kl_year,kl_genre,width,affinity,strength,static_influence,yanse
410219,Merle Haggard,1960,Country,100,3,0.055689906,0.107587691,0.510737502,0.516473901,66.47688374,10.12409363,ǳ��
354105,Jimi Hendrix,1960,Pop/Rock,201,6,0.056720067,0.145506306,0.504919281,0.508503503,94.24724878,9.878908444,��ɫ
577531,Woody Guthrie,1930,Folk,80,1,0.641149855,0.025975703,0.427394682,0.513926893,44.81648451,9.843923853,ǳ��
531986,David Bowie,1960,Pop/Rock,238,4,0.422791121,0.753771802,0.359437149,0.508817282,102.5555413,9.378080367,
238115,Sam Cooke,1950,R&B,128,4,0.073837422,0.032269261,0.519076119,0.509990233,69.89545883,9.251494024,��ɫ
781837,AntÃ´nio Carlos Jobim,1950,Latin,34,1,0.186567245,0.0665186,0.497307798,0.514083959,36.02329494,9.209642154,��ɫ
785283,JoÃ£o Gilberto,1950,International,27,1,0.160600966,0.034790467,0.505711436,0.510677155,32.10153928,8.290391925,
139026,Led Zeppelin,1960,Pop/Rock,221,5,0.132802032,0.984648667,0.354783564,0.509805866,98.82499237,7.993741649,
184502,Ella Fitzgerald,1930,Vocal,75,2,0.464695415,0.004374637,0.460549846,0.51311847,43.39337454,7.251080325,��ɫ
2411,Tangerine Dream,1960,Electronic,34,2,0.124852225,0.015818542,0.513789458,0.511692145,38.76235112,7.205913632,
211758,Charlie Parker,1930,Jazz,95,3,0.042151809,0.265768626,0.488346097,0.50993803,48.83763175,7.021648595,
489520,Mike Oldfield,1960,New Age,16,1,0.078145853,0.032269261,0.518441052,0.505349184,26.59075349,6.966611561,
467203,Michael Jackson,1960,R&B,101,6,0.232189271,4.90E-05,0.499340874,0.509762465,66.80844132,6.942576682,
798662,Ennio Morricone,1950,Stage & Screen,30,1,0.746109567,0.087176694,0.401839664,0.507978992,33.8379935,6.907217891,
276085,Howlin' Wolf,1930,Blues,99,2,0.887000136,0.051598772,0.380737523,0.512662813,49.8551917,6.881021089,
183867,John Cage,1930,Classical,34,1,0.511387991,0,0.453095049,0.517254461,29.21677336,6.847401814,
668448,James Cleveland,1950,Religious,17,1,0.211508377,0.001733104,0.502373793,0.51387426,25.47231613,6.575855725,
100160,The Kinks,1960,Pop/Rock,192,7,0.034973304,1,0.362063552,0.50924208,92.11307213,6.419206367,
944310,George Jones,1950,Country,77,4,0.29284353,0.233065948,0.457359064,0.517006555,54.21123959,6.409330735,
414251,Otis Redding,1960,R&B,99,7,0.300349641,5.10E-05,0.488421026,0.507792088,66.14366417,6.200397203,
180228,Elvis Presley,1950,Pop/Rock,166,11,0.067408853,0.11761409,0.507570725,0.506847502,79.59724189,6.174126912,
37658,Steve Reich,1960,Classical,24,2,0.078963237,0.014085438,0.520904833,0.512260896,32.56688897,6.144844077,
328014,Peter Tosh,1960,Reggae,35,2.5,0.143634264,0.282673231,0.471690025,0.521066537,39.32825479,6.113424401,��ɫ
815039,John Lee Hooker,1940,Blues,62,3,0.349186215,0.034459273,0.475959337,0.512952304,42.8194793,6.035699243,
266160,Pete Seeger,1930,Folk,47,2,0.37110057,0.002041282,0.476563658,0.516826136,34.3511849,5.982629572,
295276,Jimmy Cliff,1960,Reggae,35,2.5,0.452320379,0.010309644,0.461909223,0.519643006,39.32825479,5.970303257,����
46861,Ray Charles,1940,R&B,113,5,0.48920222,0.01757363,0.454738624,0.507750092,57.807576,5.969137882,��ɫ
678009,Henry Mancini,1940,Easy Listening,19,1,0.221367735,0.072937385,0.491064128,0.512179001,23.70403815,5.961867456,
138833,Fela Kuti,1960,International,23,2,0.049714752,0.0830976,0.515213255,0.511734203,31.88119346,5.943620143,
41874,The Beach Boys,1960,Pop/Rock,186,8,0.021460336,1,0.363409179,0.507671726,90.6623819,5.913723301,
411761,Nina Simone,1950,Vocal,52,4,0.210204548,0.011976621,0.501188845,0.514101246,44.54978856,5.73938958,��ɫ
792507,Frank Sinatra,1930,Vocal,71,3,0.460236605,0.008099367,0.460843738,0.509658893,42.22036345,5.725252398,
583959,Willie Nelson,1950,Country,66,5,0.24827538,0.084320726,0.485311167,0.516489241,50.18985524,5.626165516,
927555,Aretha Franklin,1950,R&B,95,8,0.251334036,0.001386963,0.496121672,0.513230395,60.21515075,5.420774626,
170815,Fred Neil,1960,Folk,37,3,0.5047846,0.065879495,0.446062399,0.512960695,40.43630975,5.341836515,
840402,The Velvet Underground,1960,Pop/Rock,181,9,0.161123206,1,0.349114302,0.512276024,89.43550016,5.331634329,
744548,Spike Jones,1930,Comedy/Spoken,20,1,0.429813195,0.04715534,0.461018124,0.509627047,22.40824226,5.264756135,
378288,Massive Attack,1980,Electronic,32,3,0.396091069,0.00195695,0.472417117,0.513050483,36.92770649,5.167463684,
361393,Prince,1970,R&B,90,9,0.259632029,0.003966307,0.494453966,0.507857826,61.38739414,5.138376909,
120521,Chuck Berry,1950,Pop/Rock,159,12,0.220323223,0.432716321,0.43751282,0.510663014,77.90091118,5.024317798,
790988,Toots & the Maytals,1960,Reggae,33,4,0.217087454,0.000459348,0.501668992,0.516375774,38.18806232,4.946303311,
821571,Smokey Robinson,1950,R&B,84,10,0.098364792,0.000283527,0.519951657,0.511565401,56.62179308,4.762639929,��ɫ
69153,Joan Baez,1950,Folk,35,4,0.251679888,0.00040833,0.496197236,0.521149129,36.54921027,4.725680532,
931086,Astrud Gilberto,1960,Latin,21,3,0.058995663,0.058891518,0.517411189,0.518290844,30.46353517,4.716599763,
81083,Bill Monroe,1940,Country,59,6,0.03621631,0.067731047,0.519408595,0.522826566,41.77067976,4.630871141,
607448,Al Green,1960,R&B,78,11,0.174934899,0.008286567,0.507177685,0.512716036,58.71079403,4.603187333,
317093,Nat King Cole,1930,Jazz,65,4,0.539301661,0.009678878,0.447100897,0.509316065,40.39703322,4.599518735,
771438,Black Sabbath,1960,Pop/Rock,171,10,0.383617573,1,0.324697671,0.514284475,86.92980549,4.590408084,
617196,Brian Eno,1970,Pop/Rock,135,19,0.061950239,0.070633252,0.515273641,0.509328832,75.18389614,4.526726073,
744796,Townes Van Zandt,1960,Folk,30,5,0.027453717,0.002227175,0.530157742,0.515239794,36.41088877,4.447959087,
327765,John Barry,1950,Stage & Screen,17,2,0.351412324,0.015818542,0.478030577,0.514682968,25.47231613,4.431481201,
162677,Dizzy Gillespie,1930,Jazz,61,5,0.163876289,0.149380885,0.488839999,0.514539789,39.13431268,4.402084826,
346336,Pink Floyd,1960,Pop/Rock,142,17,0.032719791,0.51713608,0.448095781,0.50982005,79.21634946,4.389126831,
76881,Jimmy Reed,1940,Blues,55,4,0.631744493,0.137871307,0.41556146,0.515786173,40.32987554,4.322170002,����
425105,The Skatalites,1960,Reggae,29,5,0.128868827,0.00537961,0.514635839,0.521410761,35.79889748,4.296003894,
24944,Amy Grant,1970,Religious,16,2.5,0.105303366,0,0.518948103,0.505212871,25.88319802,4.291867106,
631774,The Byrds,1960,Pop/Rock,158,13,0.091975707,1,0.356297851,0.510292602,83.56014715,4.213664904,
204901,Sarah Vaughan,1940,Vocal,45,5.5,0.089450864,0.012247551,0.519604988,0.520087524,36.47974501,4.203588513,
260038,Dinah Washington,1940,Vocal,45,5.5,0.075769639,0.012247551,0.521638463,0.517643104,36.47974501,4.200205003,
59156,B.B. King,1940,Blues,54,5,0.516266467,0.000686342,0.452170622,0.519268508,39.96155846,4.196157125,
496525,Moondog,1950,Avant-Garde,16,2,0.418494108,0.032269261,0.464811413,0.509794118,24.71177646,4.14057421,
33161,Sly & the Family Stone,1960,R&B,67,13,0.058188341,0.019187279,0.523245247,0.513080285,54.41367446,4.051604057,
31263,AndraÃ© Crouch,1960,Religious,16,2.5,0.042474759,0.413339287,0.464358478,0.510992835,26.59075349,3.990513912,
270491,Joni Mitchell,1960,Pop/Rock,116,21.5,0.125342676,0.11216666,0.49995794,0.509247117,71.59779496,3.931356852,
607283,Tito Puente,1940,Latin,21,3,0.069201161,0.001135074,0.524182392,0.51962226,24.92041007,3.918904975,
387815,Neu!,1970,Electronic,29,4,0.157747049,0.495794236,0.435751869,0.512994397,34.84632176,3.89474319,
577627,The Who,1960,Pop/Rock,149,15,0.066659982,1,0.358876206,0.511478636,81.14537785,3.845832103,
144458,Curtis Mayfield,1950,R&B,73,12,0.293994472,9.38E-05,0.489444472,0.509203158,52.78437765,3.797600702,
14651,Patsy Cline,1950,Country,50,9,0.13372494,0.15762942,0.492049882,0.529212624,43.68466177,3.791814212,
287604,Louis Jordan,1930,Jazz,53,6,0.206386311,0.068778592,0.493953459,0.509397308,36.47797556,3.747121533,
490416,Thelonious Monk,1940,Jazz,51,7.5,0.025457789,0.164444304,0.506422288,0.514779123,38.83565417,3.696866183,
484396,Ornette Coleman,1950,Jazz,45,9,0.043870475,0.043573033,0.521827126,0.51207244,41.442909,3.691365345,
176936,Elmore James,1930,Blues,51,6,0.315267017,0.033591011,0.481579038,0.522626277,35.78309333,3.676724361,
942529,Buddy Guy,1950,Blues,40,8,0.167357663,0.065339162,0.50039766,0.530000865,39.07274932,3.663707772,
379125,Neil Young,1960,Pop/Rock,148,16,0.39404755,0.856730073,0.346643433,0.506781955,80.8726195,3.551776574,
493848,Aphex Twin,1990,Electronic,24,6,0.003484335,0.014085438,0.531916182,0.512355309,31.4274284,3.496613773,
849672,Philip Glass,1960,Classical,13,3,0.200649245,0.080042708,0.493255486,0.507869616,23.96858129,3.466616954,
667669,Daft Punk,1990,Electronic,26,5,0.410476225,0.02736245,0.466775345,0.504524921,32.71070458,3.445049197,
93322,King Tubby,1960,Reggae,26,6,0.304528106,0.002967368,0.487360392,0.510600575,33.89669274,3.443604226,
186927,Harold Budd,1960,Avant-Garde,12,3,0.146946666,0.014085438,0.510675373,0.506048867,23.02826803,3.435880253,
175286,Dolly Parton,1950,Country,49,11,0.122419969,0.12443897,0.498592705,0.523890235,43.2456088,3.405900033,
404463,Ravi Shankar,1930,International,21,3,0.208454913,0.001135074,0.502933844,0.505385989,22.96161552,3.369580781,
3829,T-Bone Walker,1930,Blues,48,7,0.317471002,0,0.485644341,0.527821212,34.71469963,3.363330643,����
234325,Loretta Lynn,1960,Country,47,12.5,0.12201721,0.166293316,0.492461177,0.525641704,45.57425538,3.336770891,
75747,The Clash,1970,Pop/Rock,136,18,0.08364333,0.977190087,0.361222684,0.509597265,75.46184126,3.274109874,
418740,Sex Pistols,1970,Pop/Rock,153,14,0.618715653,1,0.297091417,0.51397834,80.03936951,3.266439089,
3595,Andrew Lloyd Webber,1960,Stage & Screen,14,4,0.15725631,0,0.511041202,0.5079262,24.87337231,3.228205747,
675495,Mannheim Steamroller,1970,New Age,9,2.5,0.117783036,0.00621126,0.516199173,0.508961395,19.41239851,3.225606168,
200791,Waylon Jennings,1950,Country,50,9,0.481068947,0.263477503,0.42393019,0.519942946,43.68466177,3.209650603,
391398,Ramblin' Jack Elliott,1950,Folk,29,6,0.450378266,0.030015134,0.459758528,0.513008859,33.26924722,3.203479931,
806542,Etta James,1950,Blues,37,9.5,0.225544244,0.000365364,0.500348707,0.517781075,37.57896697,3.158653522,
569685,The Temptations,1960,R&B,55,15,0.312036794,0.008165487,0.485459033,0.50987921,49.30057646,3.150839335,
617844,Albert King,1950,Blues,36,11,0.032551389,0.00621126,0.52884667,0.531812164,37.06766468,3.143307899,
639005,George Carlin,1960,Comedy/Spoken,12,2,0.176392425,1,0.347500796,0.54290344,23.02826803,3.072024499,
781094,The Clancy Brothers,1950,International,15,4.5,0.079302515,0.002227175,0.522528213,0.51611096,23.92707467,3.041838653,
594665,Diana Ross,1960,R&B,52,17,0.015164909,0.202362868,0.501979181,0.516090358,47.93716259,3.012030149,
764702,Bill Evans,1950,Jazz,37,11,0.066993082,0.089774827,0.511742536,0.51696974,37.57896697,2.997541023,
200775,Ernest Tubb,1930,Country,52,7,0.245636588,0.528303781,0.418813166,0.523051657,36.13220495,2.991647041,
921306,808 State,1980,Electronic,22,7,0.239931707,0.016808305,0.495859878,0.517570738,30.6188367,2.970081385,
945269,George Winston,1970,New Age,9,2.5,0.235283943,0.184548732,0.473071283,0.509568786,19.41239851,2.959638019,
403120,The Mills Brothers,1930,Vocal,35,7,0.155264267,0.00368703,0.510839978,0.514854667,29.64331816,2.946777377,
490004,Ramones,1970,Pop/Rock,127,20,0.134901633,1,0.351862374,0.512957781,72.92220697,2.943060949,
208774,Janet Jackson,1970,R&B,59,14,0.656018468,0.03341008,0.423910973,0.520920848,49.70315409,2.933366509,
186312,Celia Cruz,1940,Latin,21,3,0.776637945,0.101470422,0.39484236,0.511420144,24.92041007,2.905334405,
259529,Lester Young,1930,Jazz,51,7.5,0.277761695,0.439467473,0.428478955,0.516019173,35.78309333,2.888967021,
154533,Ewan MacColl,1940,Folk,28,7,0.107799874,0,0.518572011,0.511917951,28.77561092,2.88725382,
819344,Desmond Dekker,1960,Reggae,22,8,0.217087454,0.004149401,0.50117054,0.519863018,31.18042231,2.872178702,
249175,Les Baxter,1940,Easy Listening,8,2,0.143841036,0,0.513098967,0.511010751,15.38121102,2.851718873,
760240,Bernard Herrmann,1930,Stage & Screen,16,3,0.434628739,0.075774949,0.456526852,0.538756419,20.04254118,2.84610515,
129775,Parliament,1960,R&B,48,19,0.062828607,0,0.525286013,0.510595778,46.05653606,2.833919612,
466759,Michael W. Smith,1980,Religious,15,4,0.319037575,0.385854752,0.430829982,0.518039896,25.2826723,2.821383398,
744969,Alvin & the Chipmunks,1950,Children's,3,1,0.058891518,0.058891518,0.517426314,0.504629497,10.70051309,2.793995786,
848784,Roy Acuff,1930,Country,50,9,0.172612505,0.365320692,0.454741365,0.517557123,35.43054195,2.779580724,
756656,Bert Jansch,1960,Folk,26,8.5,0.298909892,0.171203486,0.465293985,0.509119204,33.89669274,2.754195605,
959770,Willie Dixon,1940,Blues,37,9.5,0.191593858,0.065879495,0.496628772,0.515640665,33.07854506,2.748296806,
488378,Os Mutantes,1960,International,15,4.5,0.548995227,0.058891518,0.439418981,0.507723031,25.74638636,2.707794497,
67406,The Chieftains,1960,International,14,6.5,0.026444274,0.042578904,0.52448682,0.525617444,24.87337231,2.689566839,
797056,Elis Regina,1960,International,14,6.5,0.101470422,0,0.519524759,0.520576331,24.87337231,2.638570238,
538677,Buddy Holly,1950,Pop/Rock,97,27,0.171369383,0.455442513,0.440520218,0.510888762,60.84569309,2.635361246,
108826,Jackie Wilson,1950,R&B,54,16,0.475399431,0.090749425,0.447826675,0.512956638,45.39843222,2.60718277,
591104,Mongo Santamaria,1950,Latin,14,6,0.114889668,0.010309644,0.516063525,0.514513068,23.11575023,2.505716553,
82584,Billy Eckstine,1930,Vocal,33,9,0.157827869,0.011612227,0.509353299,0.510821227,28.78390835,2.496413758,
159699,Emmylou Harris,1960,Country,39,17,0.398431142,0.02736245,0.468777605,0.525929685,41.51480059,2.482407277,
43444,Steve Martin,1960,Comedy/Spoken,10,4,0.048727503,0.510825624,0.447186489,0.527585833,21.02183644,2.479833118,
579458,Luciano Pavarotti,1960,Classical,8,4,0.173286795,0,0.50856785,0.516132277,18.80250211,2.467718242,
562304,The Stooges,1960,Pop/Rock,116,21.5,0.509898997,1,0.310065113,0.514854614,71.59779496,2.465005715,
67631,The Chemical Brothers,1990,Electronic,19,8,0.001386963,0.315691293,0.485753083,0.511379882,27.96275936,2.45580702,
32071,Shirley Caesar,1950,Religious,14,5,0.356883234,0.101470422,0.465799182,0.508944708,23.11575023,2.450712216,
178014,U-Roy,1960,Reggae,24,7,0.034253245,0.917159542,0.377126624,0.525991787,32.56688897,2.441706224,
256349,Peggy Lee,1940,Vocal,28,10.5,0.033486993,0.00255755,0.529231834,0.514989905,28.77561092,2.420329971,
949820,DJ Shadow,1990,Electronic,18,9,0.00621126,0.058891518,0.524987921,0.507800891,27.21695137,2.418582979,
160848,Gregory Isaacs,1970,Reggae,20,9,0.167357663,0.223143551,0.477387185,0.52434144,28.93829512,2.414552348,
941579,Buck Owens,1940,Country,42,14.5,0.212271781,0.001135074,0.502334802,0.514104678,35.2427819,2.390182176,
934721,Tom Paxton,1960,Folk,24,11,0.376019349,0.003484335,0.475562887,0.510764932,32.56688897,2.385112993,
824022,Little Richard,1950,Pop/Rock,88,32,0.328319952,0.214756134,0.454584747,0.508588484,57.95425287,2.368599887,
187581,Funkadelic,1960,R&B,44,23,0.179948781,0.026517348,0.503893735,0.511011013,44.09577612,2.367567076,
820434,Whitney Houston,1980,R&B,45,22,0.265250243,0.000246975,0.494050713,0.513176248,43.79087297,2.367065853,
928942,Art Blakey,1940,Jazz,36,12.5,0.137854755,0.110030942,0.498422331,0.514439127,32.62847585,2.366318863,
120487,Jack Kerouac,1950,Comedy/Spoken,10,4,0.20539538,0.223143551,0.471842659,0.505153197,19.53637466,2.328275068,
957296,Herbie Hancock,1960,Jazz,31,17.5,0.149979812,0.026167209,0.508532709,0.513879833,37.01276242,2.312133691,
766893,The Isley Brothers,1950,R&B,46,21,0.188400966,0.104765756,0.491618243,0.513392659,41.9008556,2.307761314,
175087,Elmer Bernstein,1950,Stage & Screen,12,5,0.252561901,0.293893332,0.454363588,0.529935856,21.40102618,2.304498461,
310383,PÃ©rez Prado,1940,Latin,16,5,0.150883755,0.413339287,0.450064308,0.524570603,21.75231724,2.296672383,
446509,Metallica,1980,Pop/Rock,112,23,0.519106629,1,0.308979405,0.515370143,69.08541288,2.293882808,
311074,Martin Denny,1950,Easy Listening,7,3.5,0.111675921,0.010309644,0.516547681,0.508121853,16.34530374,2.293175339,
12654,Spinal Tap,1980,Comedy/Spoken,10,4,0.20539538,0.510825624,0.427007216,0.517952166,20.64321549,2.282822885,
888730,Odetta,1940,Folk,25,10,0.167757984,0.000800641,0.509312948,0.520952218,27.19039654,2.281382733,
6334,Tony Bennett,1940,Vocal,28,10.5,0.199731069,0.068225551,0.495053211,0.517712604,28.77561092,2.275990907,
751592,Sly & Robbie,1970,Reggae,18,11,0.009390292,0,0.533094008,0.515656572,27.45327725,2.27542336,
121590,Jacques Brel,1950,Vocal,25,13,0.040821995,0.107587691,0.512856971,0.516696059,30.88972057,2.270250161,
814036,Davy Graham,1960,Folk,26,8.5,0.883270451,0.049730397,0.381606277,0.510530452,33.89669274,2.265087721,
551815,Gil Evans,1930,Jazz,36,12.5,0.048686019,0.00621126,0.526488347,0.505190983,30.06381176,2.261691629,
852855,Roxy Music,1970,Pop/Rock,103,26,0.455896271,0.844379112,0.340951626,0.511586552,65.6714425,2.24647592,
357406,Nirvana,1980,Pop/Rock,110,24,0.497608865,0.982466458,0.314241418,0.509602263,68.46580024,2.238014218,
334193,New Order,1980,Pop/Rock,74,43.5,0.004388491,0.13503183,0.513836382,0.509651778,56.15561734,2.229702761,
94205,Chet Atkins,1940,Country,42,14.5,0.411898705,0.010309644,0.468712718,0.513138888,35.2427819,2.226013777,
475362,Arthur Russell,1970,Avant-Garde,7,4,0.15415068,0.010309644,0.510096901,0.508781487,17.12012627,2.221574865,
378624,Quincy Jones,1950,Jazz,31,17.5,0.029966321,0.000520562,0.530035512,0.506295039,34.39733707,2.206553378,
825208,Lightnin' Hopkins,1930,Blues,35,12,0.204007436,0.010309644,0.50238444,0.509089662,29.64331816,2.188601286,
192382,Deep Purple,1960,Pop/Rock,95,28,0.212068563,1,0.343693499,0.517866483,64.79365145,2.179428173,
262255,Mariah Carey,1980,R&B,42,24,0.346801223,0,0.480839844,0.518331464,42.30600255,2.152307855,
639397,Caetano Veloso,1960,Latin,13,9,0.109488467,0.002967368,0.51790348,0.51636091,23.96858129,2.136600181,
190946,Lefty Frizzell,1950,Country,36,19,0.137854755,0.233768768,0.480015849,0.521950821,37.06766468,2.130608163,
190021,John Holt,1960,Reggae,19,10,0.41705757,0.204119517,0.442221156,0.522815927,28.97660183,2.118535658,
805930,Charlie Christian,1930,Jazz,35,14,0.128210871,0.010309644,0.514049774,0.518486837,29.64331816,2.111571079,
118544,The Drifters,1950,R&B,47,20,0.616307884,0.002041282,0.434567988,0.508576554,42.35385099,2.093109616,
683750,Yellow Magic Orchestra,1970,Electronic,14,10,0.040508484,0.010309644,0.527100916,0.516719338,24.21151476,2.085309144,
489303,The Yardbirds,1960,Pop/Rock,105,25,0.616639302,1,0.297341703,0.513686084,68.11853547,2.08088904,
38490,The Band,1960,Pop/Rock,82,36,0.053545325,0.7369504,0.407304852,0.508824904,60.1973785,2.0792862,
497132,Milton Nascimento,1960,Latin,13,9,0.138934226,0.002967368,0.513438492,0.506233636,23.96858129,2.076636562,
150629,Ã‰dith Piaf,1930,Vocal,34,8,0.82569232,0.028477446,0.394243334,0.508491618,29.21677336,2.070786929,
137494,Fats Domino,1940,R&B,51,18,0.589519769,0.001733104,0.439309687,0.511917174,38.83565417,2.058566267,
796734,Elton John,1960,Pop/Rock,76,41,0.208056607,0.391466242,0.445714013,0.509279632,57.95320366,2.054462013,
944084,George Strait,1970,Country,47,12.5,0.49233289,1,0.312129716,0.52128108,44.36156639,2.041544945,
246885,Johnny Mathis,1950,Vocal,22,14.5,0.077183507,0.016808305,0.520782882,0.511834022,28.97712644,2.028416646,
894956,Otis Rush,1950,Blues,26,14,0.433659017,0.080042708,0.456132999,0.525645339,31.50145759,2.018603126,
4852,Selena,1980,Latin,13,9,0.210854744,0.02736245,0.498988102,0.514242667,23.536887,2.013196029,
822777,Liberace,1940,Easy Listening,7,3.5,0.111675921,0.010309644,0.516547681,0.502139936,14.38780546,1.994783257,
237205,Madonna,1980,Pop/Rock,77,39.5,0.568249615,0.131266471,0.427121558,0.509890601,57.28259825,1.984964115,
137390,The Cure,1970,Pop/Rock,80,38,0.009792171,0.725416441,0.41430407,0.508570852,57.87659024,1.978252866,
325443,Petra,1970,Religious,11,7.5,0.284442172,0.004149401,0.49045101,0.513880193,21.46121405,1.975063966,
112462,Cream,1960,Pop/Rock,91,30,0.343928647,1,0.329188661,0.517540581,63.41490538,1.972513559,
924232,Sun Ra,1940,Jazz,32,15.5,0.244557118,0.00195695,0.497123691,0.505227497,30.76242205,1.962483966,
813392,Dean Martin,1940,Vocal,26,12,0.364130862,0.011976621,0.476436214,0.513508163,27.72887251,1.958365295,
143494,The Dubliners,1960,International,10,8.5,0.020410997,0,0.531499075,0.510673446,21.02183644,1.957072789,
169202,Doc Watson,1940,Folk,23,12,0.181925784,0.024206082,0.503907995,0.515426813,26.08011218,1.95540665,
99561,The Incredible String Band,1960,Folk,22,13.5,0.161301566,0.376369639,0.454552912,0.506834319,31.18042231,1.955084656,
887638,Michael Hedges,1980,New Age,6,5,0.058891518,0,0.525867624,0.519890807,15.99016596,1.95504402,
496097,Miriam Makeba,1960,International,10,8.5,0.020410997,0.020410997,0.528567761,0.512237663,21.02183644,1.952240726,
677781,Wilson Pickett,1950,R&B,38,26,0.145022323,0.005571088,0.512148722,0.509204221,38.08340521,1.947767827,
267354,Horace Silver,1950,Jazz,32,15.5,0.400595695,0.319951333,0.428463621,0.511501753,34.94772941,1.945423672,
528221,Dave Van Ronk,1950,Folk,22,13.5,0.351836579,0.004149401,0.479474306,0.511602391,28.97712644,1.934578411,
359494,Prince Buster,1960,Reggae,17,12.5,0.300677113,0.045238792,0.482371058,0.517305578,27.40912133,1.934499006,
290812,Joy Division,1970,Pop/Rock,84,34,0.202004752,0.85350912,0.369980709,0.512843804,59.30585707,1.92984452,
83095,Kirk Franklin,1990,Religious,11,7.5,0.115721177,0.259562213,0.479183205,0.51768287,21.27646961,1.927233421,
798248,Garth Brooks,1980,Country,38,18,0.353578768,0.617458804,0.390103729,0.519490739,40.2410352,1.922165611,
84209,Kiss,1970,Pop/Rock,89,31,0.274945873,1,0.336859499,0.519518611,61.04540043,1.918765975,
81017,Kitaro,1970,New Age,6,5,0.058891518,0.058891518,0.517426314,0.519176188,15.85015701,1.904196853,
530745,Bruce Springsteen,1970,Pop/Rock,70,49,0.014647053,0.317631703,0.483698733,0.506921572,54.13859285,1.896376856,
238495,John Mayall,1950,Blues,28,13,0.266591265,0.66343547,0.39408765,0.525944184,32.69060748,1.879246701,
136640,Tammy Wynette,1960,Country,32,22.5,0.042474759,0.539634663,0.443042635,0.53472104,37.60500423,1.878136604,
899530,The Smiths,1980,Pop/Rock,83,35,0.01220359,1,0.364326226,0.51048802,59.47252702,1.86964159,
607202,Air,1990,Electronic,13,11.5,0.002967368,0.002967368,0.533593373,0.512300525,23.12996102,1.864494939,
314113,Julie Andrews,1940,Stage & Screen,10,6,0.092331515,0.087176694,0.508440293,0.52040928,17.19671671,1.857611556,
74970,Bob Wills,1930,Country,40,16,0.390161937,0.180126383,0.449781023,0.517050779,31.69004011,1.84245599,
319347,R. Kelly,1990,R&B,38,26,0.192712691,0.315691293,0.459660529,0.516811835,39.54531353,1.842374913,
640675,Bud Powell,1940,Jazz,38,10,0.293288253,1,0.334837085,0.51883372,33.52257224,1.841616007,
330634,Jerry Goldsmith,1950,Stage & Screen,9,7,0.189703554,0.00621126,0.505172271,0.518769975,18.53383234,1.8358219,
91650,Black Flag,1970,Pop/Rock,93,29,0.55371481,1,0.304877821,0.516208134,62.40213056,1.823690326,
219203,U2,1970,Pop/Rock,81,37,0.574802113,0.516351483,0.374089215,0.508023665,58.23719553,1.819527908,
858827,Queen,1970,Pop/Rock,77,39.5,0.060039434,0.81228134,0.393193828,0.511884613,56.7810352,1.818375309,
208076,Luther Vandross,1970,R&B,38,26,0.293288253,0.315691293,0.445132204,0.520288995,39.88868707,1.811743546,
223054,John Fahey,1950,Folk,21,16.5,0.114781551,0.058891518,0.509210871,0.50679855,28.31089654,1.798641797,
674332,Herb Alpert,1950,Easy Listening,6,5,0.058891518,0,0.525867624,0.504075674,15.13281074,1.793935281,
81194,"Bobby ""Blue"" Bland",1950,Blues,21,17,0.131770912,0.029179808,0.510872682,0.510705651,28.31089654,1.791482233,
