artist_name,artist_id,danceability,energy,valence,tempo,loudness,key,acousticness,instrumentalness,liveness,speechiness,distance,action
Bob Dylan,66915,0.07398717830770578,0.3680313112492566,0.35976425746437746,0.27299460592316965,0.44074348051818046,1.9742842003031196,0.9071775642916231,0.09170350619156498,0.7752473354952086,0.2659911942301579,2.4372260577168356,0
The Rolling Stones,894465,0.01949528530786756,0.9246226218668382,0.1894934127440316,0.14440300790522065,0.5437059978644907,0.0,0.29864258442900515,0.6438317751788833,0.40975032096574615,0.04668306545239434,1.3716649136696653,0
The Beach Boys,41874,0.15015075014277782,0.07850589669774233,0.0759466416455778,0.26396995877522633,0.07133634292606289,2.538365400389725,0.1710728065810323,0.32886729367407497,0.28684930453933233,0.22503003759428572,2.612065251510757,1
Elvis Presley,180228,0.20617867773250165,0.6438046952421819,0.0084459597163688,0.5145576610317276,0.9424685784697457,0.0,1.7095293098311182,0.008897582121638103,0.21951423408118312,0.1166045013186477,2.143463275114236,0
Queen,858827,0.4959624864235016,0.2974570043201725,0.9894233332960458,0.23664683623169772,0.04291347515147553,0.5640812000866056,0.34620584924616615,0.10449642034788448,0.4104573699534818,0.421248958084143,1.4717855858521822,1
Fleetwood Mac,182900,0.4393907010934612,0.15785830107990562,0.06249816405871561,0.1185490113454945,0.6723915400022626,2.538365400389725,0.002644881780484498,0.40647848292780475,0.1879218862334799,0.28646384525086044,2.7228588893726435,1
Led Zeppelin,139026,0.7922497073285248,0.7586395884830905,0.6038332035548599,0.11743368730786988,0.15251343652479565,0.5640812000866056,0.6138090862539062,0.5520169687518599,0.03004011865109396,0.2071459117716556,1.6273730201978436,1
Elton John,796734,0.014139859414564242,0.2093043976113098,0.47176230575876216,0.37407565606873733,0.007925507538814047,0.0,0.04215912765050567,0.20918654332197967,0.005398433942858438,0.26299066447256825,0.7220062218509846,1
The Who,577627,0.3940264911106485,0.9455163695676909,0.6152424950983255,0.33117850006620975,0.2529125167250057,0.5640812000866056,0.6122176269248867,0.09061954679281364,0.2658776506888024,0.21862482918461876,1.55599582742241,1
Grateful Dead,988440,0.2893664337151162,0.1548934328219319,0.05404699851569833,0.02242502670929017,0.6980218228777753,2.538365400389725,0.3476963220738909,0.42691960866829193,0.9417937601572737,0.19347882154830068,2.875629472860026,1
Metallica,446509,1.2695476029944588,1.907496687257011,1.49055445352338,0.21490988927198276,0.9930663815775532,1.1281624001732111,1.5266647612638309,0.9128143337232225,1.116609158483259,1.1104983698408564,3.926973739451036,0
U2,219203,0.6120335204304982,0.7122243165274834,0.9570974552406282,0.30992837367625126,0.07691637425571324,2.2563248003464222,1.0625522727220862,0.39641460120714683,0.7312535830246196,0.1873689288379732,2.974366850710513,1
David Bowie,531986,0.19063899472207066,0.258769047032398,0.38260651112635957,0.09098921023967542,0.4634726669073651,0.0,0.4745538871257724,0.12695309820108727,0.12647630580357172,0.15211521131343345,0.8678894584501714,1
The Kinks,100160,0.19883313852318468,0.8607610383425184,0.2967869714315346,0.05130908755830592,0.4616648256018436,1.9742842003031196,0.28743206888263084,0.15285953918677586,0.35652984655886594,0.04415709904574147,2.284105610424245,1
Red Hot Chili Peppers,883318,0.20378153308131053,1.4767095436470157,0.5833096675790752,0.2175739711696794,1.2047547336335769,0.0,1.3623373101275758,0.12326840015177293,0.37297768713738766,0.5772760756855756,2.530758508167131,0
Van Morrison,307461,0.23312417736887198,0.23251898075879518,0.09274371941607062,0.13083104994091446,0.46401398916919356,1.9742842003031196,0.17904831309768687,0.13725132921152,0.05475914205530816,0.08354738532715958,2.0755992292215573,0
Pink Floyd,346336,1.0944651598593493,0.7010300783957153,1.922974377763473,0.25495407789760316,1.6129089541941943,1.9742842003031196,0.12552473165918443,1.2841025543628464,1.1746922414080407,0.14010743333896605,3.874998113251102,1
Taylor Swift,472102,0.6503123917584323,0.4850676212684151,1.002593554136428,0.08053046998002036,1.058228035270378,1.9742842003031196,0.8108294568952404,0.26666418023687966,0.6203942385317962,0.019876121903900035,2.793091251334844,0
Billy Joel,85915,0.14998133850795292,0.3615880931559911,0.38038260322999745,0.05738401626381287,0.12167327725598864,0.0,0.02715282068101621,0.15919215255099384,0.3156419861824008,0.12945082974954503,0.6771228732234658,1
Eric Clapton,187478,0.38369117423381705,0.08564219178908172,0.1809876391418747,0.2793798917336294,0.4460606756766572,1.9742842003031196,0.012502281394297876,0.5142392092035797,1.0997076011617881,0.025280174754250595,2.4159316108261955,0
Kiss,84209,0.15847155028581758,1.6583744837837855,0.3556546822900962,0.4613185016430439,0.7890622559236202,0.2820406000433029,0.8508931841814571,0.11195360349663558,1.0576568921306824,0.6819125310255273,2.477294076036948,1
Talking Heads,131650,1.314163149572988,0.7386054735692407,0.868791602113901,0.010863454213016377,0.08117790221704024,0.5640812000866056,0.9609564876984814,0.3446106124749226,0.5087062509839325,0.10048914175248622,2.159474729373567,0
Jimmy Buffett,350840,0.9006452155290143,0.45248728650227554,0.25370203082943615,0.07261418968272039,1.0795083957293676,1.9742842003031196,0.04877892066977241,0.22160586369577417,0.3249082025209754,0.23052914637923164,2.52168160936909,0
The Cure,137390,0.42903729270775254,0.8142100922496012,0.2540570310224503,0.45784084758835275,0.27935202958188315,2.538365400389725,0.8006433105536678,1.393684741434604,0.2043813136400689,0.08041825188614138,3.205329380540838,1
Genesis,199995,0.7085093910612018,0.09572560393128104,1.2966894425384257,0.1430612585669788,0.4638802105345178,1.9742842003031196,0.47490465258957576,0.27649752701742275,0.3278182636952822,0.15460660324299666,2.599876009184262,1
R.E.M.,325459,0.45108835671719083,0.7815373903085563,0.16760737913239182,0.7785547023750959,0.05612150910928021,0.5640812000866056,0.9752957812943823,0.32060573881061627,0.3799778625514998,0.28775112371001466,1.7467203743634754,1
Bruce Springsteen,530745,0.4402592434274933,0.4137981112562638,0.4982130844041543,0.12175232354788763,0.38257589089774213,1.410203000216514,0.5541868981495305,0.15260062983852474,1.5903589951586539,0.04614350781510548,2.37169028865122,1
The Moody Blues,404434,1.223084963065661,0.3064689978320816,1.131243894475636,0.3731378476630822,0.49176335391227377,2.538365400389725,0.21802650951885527,0.7461898845819928,0.26765394299097167,0.2069557521476624,3.226877592511744,1
Eagles,144847,0.05471478228279956,0.00616348300095837,0.3000871627393933,0.28845278289344367,0.028766528794364254,1.9742842003031196,0.26475491520618954,0.08615576782545029,1.1255448842208051,0.39694997738171767,2.361536190335163,1
Nirvana,355142,0.7142456538677554,1.159539254911959,0.9609322583850433,0.7127564032839785,0.3986997616758269,0.2820406000433029,1.1331073464907346,0.28617640818435786,0.3931006621881566,0.19358712944062023,2.254425056634529,0
Nirvana,357406,0.7142456538677554,1.159539254911959,0.9609322583850433,0.7127564032839785,0.3986997616758269,0.2820406000433029,1.1331073464907346,0.28617640818435786,0.3931006621881566,0.19358712944062023,2.254425056634529,1
John Prine,814751,0.2552489013551504,1.0246680458852993,0.020443775274620213,0.3333658106642289,1.7666356037653685,1.9742842003031196,0.8896949839680446,0.24579501812802784,0.05670234780055414,0.33466694607033,3.0352324876521823,0
James Taylor,204386,0.6589479036791298,1.1002366333011437,0.5840849479688751,0.5402102803112411,1.3417967140572393,0.0,0.8431521493886427,0.19187348489000616,0.1673708477672727,0.3248927796009373,2.226976219993199,1
James Taylor,600069,0.6589479036791298,1.1002366333011437,0.5840849479688751,0.5402102803112411,1.3417967140572393,0.0,0.8431521493886427,0.19187348489000616,0.1673708477672727,0.3248927796009373,2.226976219993199,0
Rush,203008,0.5884435893620562,1.2479320771734865,0.7832001466832037,0.5100836100384432,0.14413942025638662,0.5640812000866056,1.205631657034627,0.23722455795005468,1.0087729571964879,0.027845013570228228,2.375788977613037,0
AC/DC,574772,0.41702352879652405,1.6235509316990209,0.6616722802519719,0.40969138045402825,1.4303228745371195,2.538365400389725,1.480989531281735,0.9102585017843493,0.6179581192018827,0.4451937175382083,3.937839017969431,0
Ramones,490004,0.6950226011906608,1.7871475361747595,0.5895529889193918,2.1884676544428716,1.4992023042588976,2.538365400389725,1.3829531413368328,0.2743449951820675,0.08274900529359604,0.2935367374332192,4.425568705840367,1
Neil Young,379125,0.08125466287361054,0.7998897880187894,0.664104336221223,0.27339925008993504,0.956732027206644,1.9742842003031196,0.45066158006176327,0.02969894105575971,0.3001278545893791,0.37508923751355105,2.5318152657816486,1
Green Day,154544,0.9310656103710333,1.8763001453574553,0.19631342281160763,0.9089108008360747,1.5915724506763436,0.2820406000433029,1.5336709857924498,0.16403512244440488,0.23729999713049751,0.43232542189811074,3.238358187272621,0
Bee Gees,43714,0.2886877772703971,0.1922308720758381,0.11814939117711465,0.7491681458128187,0.4465725530787248,1.9742842003031196,0.5055252851223988,0.029715079486250406,0.20439532603759167,0.32753402610109084,2.279961724765843,1
Journey,291043,0.8806578774731135,1.0451806955221352,1.049641249665089,0.4280293819049559,0.7002743840004635,0.5640812000866056,1.0700813614784426,0.1415035879791251,0.654668112022783,0.03885712778767908,2.3572624589282145,1
Depeche Mode,239921,0.7305252425088732,0.7487053548572516,0.07286479226911746,0.07087467284169643,0.2749249552929831,0.0,0.53097294132667,0.8989810505146056,0.02722174219880133,0.3110384666739502,1.5387424122265945,1
Wings,956707,0.07134922644216857,0.3708212742940711,0.4422923123308119,0.028207764298064486,0.752159467243575,0.5640812000866056,0.1948719377834069,0.002832025059021137,0.8955171049968629,0.13675421048670025,1.4427697160257724,0
Neil Diamond,864209,0.4068053846185,0.6282735001371618,0.5472347656534616,0.6175621049670862,1.0684876238106675,2.538365400389725,0.23537263917886775,0.04030390071378126,0.008875627520371715,0.2378621350940053,2.989935386936442,1
Electric Light Orchestra,163229,0.2321395905897511,0.09946656799857223,0.4652027092012215,0.05165855736722125,0.08823313452217074,2.538365400389725,0.40623561276840503,0.06433371276200575,0.38344896966290787,0.31300059212618736,2.673596310117753,1
Aerosmith,604852,0.6466574651312407,1.3015609151235048,0.4427833652096887,0.3649446702503666,0.593511301905417,2.538365400389725,1.2644400715958521,0.09673065838465777,0.36208827791590836,0.13590988169915477,3.315835930364959,1
The Clash,75747,0.5197215687605241,0.9303371804189695,0.5499653173483101,0.7997725497794775,0.012513820024789069,0.0,0.8600675229443329,0.23632515917642682,0.06275238527917501,0.615846053845161,1.8046224825268782,0
The Byrds,631774,0.41110430742067433,0.17606593804334836,0.22639954707178972,0.027128562877096973,0.14033734422791688,0.5640812000866056,0.1167676901155188,0.03745910587546364,0.1477013279668353,0.37278771867916494,0.8750457667929035,1
Sublime,486047,0.820274022653979,0.4795605109188324,0.09301080488352614,0.571509322481253,0.6574565136553088,2.538365400389725,0.7411740243567607,0.08039452952918322,0.052407647146726105,1.5549247393333268,3.3301635644296663,0
The Allman Brothers Band,745964,0.695055604584311,0.4064864088110874,0.0002572475175015576,0.022622270475635975,0.42209972145939956,0.5640812000866056,0.13140776287591527,1.2035527300136075,1.6528803472014555,0.22283154974653083,2.3222135169384632,0
John Denver,811622,0.5356242969910002,1.2825729194969155,0.6286489223548233,0.3345433199286786,1.0881295583321935,1.9742842003031196,1.450717380688541,0.2298938184195155,0.1529917834924908,0.002697716554240004,3.114751237417463,0
Santana,295756,0.19265953932885815,0.5453964421390067,0.015358490072467923,0.2534107741285579,0.5968581311097402,1.9742842003031196,0.4072860922103256,1.7541834003307606,0.04612486320423542,0.06560709985665969,2.811145455246586,0
The Doors,114342,0.048691438079791025,0.22412543759332637,0.2441033311067081,0.1434282662847387,0.9381870281798856,2.538365400389725,0.1230533349078009,0.10857148806267111,0.3491845640080855,0.8659037865522989,2.8904850970114704,0
Judas Priest,246611,1.120502730850166,1.5250055674814917,1.4361550842883317,0.44678893735211345,1.0862666335366282,2.538365400389725,1.4589073635120546,0.017040270240801958,0.8334258001066013,0.6383954418443649,4.0862516573212835,1
The Smiths,899530,0.2346771752139227,1.1897006231226233,0.12665971722155617,0.6559100444423124,0.6859513901376244,1.1281624001732111,1.1318137233166659,0.1130590082471436,0.24096505061147658,0.1550644285356184,2.24408001342088,1
ABBA,922728,0.42337845335371904,0.5403171503040627,0.2528805991927688,0.04307901450815935,0.3479789919379186,2.538365400389725,0.026345220279837767,0.12528499395508874,0.2710656642271646,0.3976469826032114,2.7109730243549217,1
Creedence Clearwater Revival,131627,0.5374261418443554,0.6002170201725322,0.5299735937492402,0.26433243036412934,0.036131846115160404,0.5640812000866056,1.0609811138781113,0.4081171347972848,0.21835616442955838,0.19261426860184974,1.6420548938405277,1
Stevie Ray Vaughan,625739,0.694477946571847,0.4838251436088712,0.012941764731492389,0.2730279692851103,0.46107864013966193,2.2563248003464222,0.8727749312066311,1.1239369497198946,1.0888717618590231,0.08813788736024666,3.0517328871726592,0
Madonna,237205,1.3368607108513093,0.6477676802754906,0.12133008751509772,0.23943310372571883,0.04923907046502851,0.0,0.6229779921134915,0.006800011126152472,0.7758129710786024,0.1294058208480848,1.81329883542565,1
Tom Waits,615119,0.15210738667197152,1.1173514145009382,0.8750653137952997,0.42308149601729816,1.289921049529736,0.0,1.5705036160982189,0.18774349261313206,0.11461948209984829,1.0151917941642157,2.725018466373866,0
John Mayer,239827,0.5098802928830313,0.05865973731272445,0.7811902673190163,0.2536139390193115,0.26563299053185163,1.9742842003031196,0.11363796545773952,0.0545872357219524,0.4986695241043635,0.3658555599000979,2.3032088636017747,0
Chicago,110161,0.06759076083939011,0.5203402794273584,0.6671240025295627,0.12050403993688207,0.451938238039301,0.0,0.46941550910454966,0.345387081392661,0.3476678617395572,0.031046232885786174,1.1834805928207734,1
Joni Mitchell,270491,0.063998819173115,1.4183547339311875,0.9520217530091661,0.46865589137530506,1.1367565056187126,0.5640812000866056,1.9575409188414865,0.21175650286570763,0.000686373036951099,0.2511128273160026,2.9482330479113874,0
Bob Seger,72041,0.0040786056220884145,1.244868997677839,0.5352391970999785,0.36994753187247803,1.1650404950333608,2.538365400389725,0.876122730179889,0.1338745362464424,1.238378552080399,0.33475708326025655,3.493541622001376,1
Phil Collins,337119,0.34941585993117225,0.3672261874352875,0.7449754189616892,0.015661046610039253,0.21982113297517064,1.410203000216514,0.17177170405345255,0.13206226409440974,0.07177782101862032,0.20690541858571146,1.7158327014051766,1
Brian Eno,617196,1.6307698490700153,1.5218976746014083,2.0533192093650006,0.9133656444103684,3.477049832446137,0.0,1.470194765182782,3.1157535668508967,0.6137341658266662,0.1998777502014246,5.865307206283971,1
Frank Zappa,138699,0.3982106870787142,0.42787623410708,0.20166715337062469,0.15192441952764613,0.5828766832381748,2.538365400389725,0.5814117507836692,0.4499041748937977,1.1038267230482024,1.383497414212218,3.295663293929863,0
blink-182,757342,0.8036194592849988,1.9025048266609588,0.4517086540708366,0.44489825737208566,1.0941782572018255,3.1024466004763305,1.5342910770062406,0.15017799436787282,0.5223423966973976,0.720884556868286,4.319586050586031,0
Van Halen,260206,0.5535910588805695,1.3341910472873928,0.5592367511851006,0.22608448434713166,0.35240501516977324,2.2563248003464222,1.031098100030177,0.05402707567120829,0.35962736187223154,0.36292639969500895,2.998784633187624,0
Black Sabbath,771438,1.377165286771556,0.4213772677148553,1.0908451976091176,0.3847105430694042,0.5997554794814435,2.538365400389725,1.0012450456605033,0.5226780121278002,0.24492161425944942,0.04016873731876322,3.398878945682762,1
Chuck Berry,120521,0.8318020536159583,0.371834188193602,1.0097916559566575,0.2747262315104433,0.16924705129445544,0.0,1.448222556504471,0.35295230495902286,0.27692824756672624,0.1864171994993581,2.0705840007868797,0
Linda Ronstadt,686897,0.3496633577689521,1.2714069080814852,0.8792913082520795,0.06016094845832895,1.0430834077202973,0.0,0.8548810338951274,0.22305884587650682,0.5411136082026007,0.4230343907667229,2.2036048632236223,1
